"","Q1...Answer....hs.al.sk....Ukrainaa.on.tuettava.sodassa.ja.jälleenrakennuksessa.kustannuksista.huolimatta.","Q2...Answer....hs....Suomen.on.käytettävä.puolustukseen.rahaa.vähintään.Naton.tavoitteen.verran.","Q3...Answer....hs....Peruskoulussa.pitää.rajoittaa.lailla.oppilaiden.määrää.yhtä.opettajaa.kohden..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q4...Answer....hs.al.sk....Suomeen.on.perustettava.huumeiden.käyttöhuoneita.","Q5...Answer....hs....Valtion.on.annettava.suunniteltua.enemmän.rahaa.sosiaali..ja.terveydenhuoltoon..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q6...Answer....hs.al.sk....Nuorisorikollisuutta.on.pyrittävä.kitkemään.ensisijaisesti.muilla.keinoilla.kuin.rangaistuksia.koventamalla.","Q7...Answer....hs.al.sk....Työttömiä.pitää.saada.nykyistä.enemmän.töihin.heikentämällä.ansiosidonnaista.työttömyysturvaa.","Q8...Answer....hs.al.sk....Suomeen.on.houkuteltava.aktiivisemmin.ulkomaisia.työntekijöitä.","Q9...Answer....hs.al.sk....Valtion.velkaantumista.tulee.hillitä..vaikka.se.merkitsisi.leikkauksia.etuuksiin.tai.palveluihin.","Q10...Answer....hs....Palkkojen.verotusta.pitää.alentaa..vaikka.se.johtaisi.palveluiden.leikkauksiin..muun.verotuksen.kiristämiseen.tai.velan.kasvuun.","Q11...Answer....hs....Valtion.pitää.tukea.enemmän.kansalaisia..jotka.kärsivät.energian.hinnan.noususta..vaikka.se.kiihdyttäisi.inflaatiota.tai.heikentäisi.valtion.taloutta.","Q12...Answer....hs.al.sk....Hakkuita.pitää.vähentää.valtion.metsissä.luontokadon.ja.ilmastonmuutoksen.torjumiseksi.","Q13...Answer....hs.al.sk....Suomen.on.lykättävä.hiilineutraaliustavoitettaan.kauemmaksi.vuodesta.2035.","Q14...Answer....hs....Helsingissä.ja.muissa.suurissa.kaupungeissa.on.otettava.käyttöön.ruuhkamaksu.","Q15...Answer....hs.al.sk....Turkistarhaus.on.kiellettävä.Suomessa.","Q16...Answer....hs.al.sk....Jos.on.pakko.valita..on.parempi.korottaa.veroja.kuin.leikata.julkisia.palveluita.ja.sosiaalietuuksia","Q17...Answer....hs.al.sk....Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Q18...Answer....hs....Valtion.pitäisi.puuttua.nykyistä.voimakkaammin.markkinoiden.toimintaan..jotta.talous.olisi.kaikille.reilu..","Q19...Answer....hs.al.sk....Suomessa.on.liian.helppo.elää.sosiaaliturvan.varassa.","Q20...Answer....hs.al.sk....Valtion.ja.kuntien.omistusta.yritystoiminnassa.tulisi.vähentää.","Q21...Answer....hs.al.sk....Suomen.muuttuminen.aiempaa.monikulttuurisemmaksi.ja.monimuotoisemmaksi.on.hyvä.asia.","Q22...Answer....hs.al.sk....Kristilliset.arvot.ovat.hyvä.pohja.poliittiselle.päätöksenteolle.","Q23...Answer....hs....Sukupuolen.moninaisuus.pitäisi.ottaa.huomioon.Suomessa.nykyistä.paremmin.","Q24...Answer....hs.al.sk....Selkeitä.rajoja.ja.kuria.tarvitaan.nykyistä.enemmän.lasten.kasvattamisessa.","Q25...Answer....hs.al.sk....Suomen.pitäisi.vähentää.omia.päästöjään.riippumatta.siitä..mitä.muut.maat.tekevät.","Q26...Answer....hs.al.sk....Poliitikkojen.on.asetettava.Suomen.ja.suomalaisten.etu.kaiken.muun.edelle.","Q27...Answer....hs.al.sk....Ympäristön.etu.tulisi.asettaa.talouskasvun.ja.työpaikkojen.luomisen.edelle..jos.ne.ovat.keskenään.ristiriidassa.","Q28...Answer....hs....Maamme.kaipaa.vahvoja.johtajia..jotka.pystyvät.tekemään.vaikeitakin.päätöksiä.välittämättä.liikaa.muiden.mielipiteistä.","Q29...Answer....hs....Koko.Suomi.tulee.pitää.asutettuna..vaikka.siitä.koituisi.kustannuksia.","Q30...Answer....hs.al.sk....Suomen.kaupungistuminen.on.hyvä.asia."
"532",4,4,4,3,4,4,2,5,4,4,2,2,1,2,1,2,2,2,2,4,5,5,4,4,4,5,2,4,4,4
"533",5,4,5,5,4,5,4,5,2,1,2,5,1,3,5,4,4,2,1,2,5,3,4,2,5,2,3,4,2,4
"534",5,4,5,4,4,4,4,5,2,4,4,1,5,1,2,2,4,2,4,3,2,4,1,5,3,5,3,4,5,2
"535",5,5,4,2,2,4,4,5,5,4,2,4,1,2,4,2,4,1,4,4,3,2,3,4,4,4,4,4,2,4
"536",4,4,3,4,4,5,3,4,3,2,3,5,1,4,5,4,1,5,2,2,4,3,4,1,5,3,5,2,4,1
"537",2,4,2,1,2,4,2,1,5,3,2,1,5,2,1,3,1,NA,1,2,1,5,1,4,1,5,2,1,5,1
"538",4,5,5,1,4,2,4,4,5,4,4,2,5,1,1,1,4,2,5,5,4,5,1,5,4,4,2,5,4,2
"539",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"540",5,5,2,2,2,4,4,5,5,4,2,3,1,4,4,2,4,2,4,4,4,5,5,2,5,2,3,1,5,3
"541",5,4,5,5,5,5,1,4,2,1,2,5,1,4,3,5,2,4,1,2,4,4,3,2,4,4,4,1,4,4
"542",2,5,4,1,4,4,2,2,4,4,4,1,5,1,2,2,4,2,4,2,2,5,1,4,3,5,2,4,4,2
"543",5,4,5,5,5,5,2,5,2,4,4,5,1,4,5,4,4,4,2,2,5,1,5,2,5,2,3,2,4,4
"544",4,4,4,4,5,4,1,5,4,2,4,5,1,1,5,2,4,2,4,2,4,2,3,2,5,4,4,1,4,4
"545",4,4,2,5,4,4,5,5,5,5,1,4,2,2,2,1,5,1,4,1,5,1,4,4,5,4,4,4,1,4
"546",4,5,4,1,5,4,4,4,5,4,3,2,4,1,4,2,4,2,4,4,2,3,3,5,4,5,3,5,4,3
"547",2,1,4,1,4,5,5,4,4,4,4,1,5,1,1,2,2,5,5,1,2,3,1,5,1,5,2,5,4,2
"548",4,5,2,4,3,4,4,5,5,4,2,3,1,3,5,2,5,2,2,4,3,1,3,5,5,3,4,5,2,4
"549",2,4,5,2,1,2,2,1,5,3,2,1,5,1,2,1,3,3,5,1,1,4,2,5,1,5,3,1,4,3
"550",5,4,5,5,5,5,1,5,1,1,4,5,1,5,5,5,1,4,1,2,5,1,5,2,5,1,5,2,4,4
"551",5,5,4,4,4,4,4,5,4,2,2,3,1,2,4,4,4,2,2,4,4,3,5,4,5,4,2,2,5,4
"552",5,4,4,5,3,4,2,5,5,4,4,5,2,2,5,3,4,2,2,4,4,1,5,2,5,4,5,4,2,4
"553",5,5,5,3,1,5,4,5,4,4,4,4,1,2,5,2,4,1,2,2,4,4,4,2,5,5,5,4,4,5
"554",4,4,5,4,5,4,4,5,2,2,4,5,1,5,5,4,2,5,2,2,4,3,4,4,5,2,5,4,1,4
"555",5,5,4,2,2,4,5,5,5,1,2,1,2,3,2,1,2,2,4,2,3,4,3,4,4,5,2,4,5,1
"556",5,5,5,5,4,5,2,5,2,4,2,5,1,5,5,5,1,2,1,2,5,2,5,1,5,2,5,2,2,4
"557",3,4,3,4,3,4,4,4,4,3,3,NA,4,NA,4,3,5,2,4,3,2,NA,NA,4,3,4,NA,4,3,NA
"558",5,3,5,5,5,5,1,5,1,2,5,5,1,3,5,5,1,5,1,1,5,1,5,1,5,1,5,1,4,3
"559",1,1,2,4,2,4,1,1,5,2,2,1,5,1,1,1,1,5,1,1,2,5,1,2,2,5,4,2,4,2
"560",5,5,2,2,3,3,4,5,5,4,3,2,2,2,2,2,4,2,4,5,4,2,3,4,2,2,2,2,4,3
"561",4,2,4,4,4,5,1,4,3,2,4,4,1,2,4,4,1,4,1,2,4,2,4,1,5,4,4,2,5,2
"562",5,4,4,5,4,5,2,5,3,3,4,5,1,3,5,4,2,4,1,2,5,3,5,3,5,2,4,3,4,4
"563",5,4,3,5,5,4,2,5,1,3,5,3,1,NA,5,4,2,3,2,2,5,3,4,2,4,2,4,2,4,4
"564",5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,1,5,1,1,5,5,1,4,5
"565",4,4,3,2,3,4,2,4,4,2,2,1,2,4,2,3,4,2,4,4,4,4,3,4,4,4,3,2,5,3
"566",1,3,4,1,5,1,3,1,4,5,2,1,5,2,4,2,4,1,5,3,1,4,1,3,1,5,1,4,3,1
"567",4,5,5,5,5,5,1,4,2,4,4,5,1,4,5,3,2,4,1,3,5,1,4,3,5,4,5,2,5,4
"568",5,5,4,3,2,4,4,4,5,5,4,2,2,1,1,1,5,1,5,5,4,4,4,5,3,5,1,5,4,4
"569",4,5,4,1,5,2,4,2,5,2,5,1,5,1,3,1,4,2,4,2,1,4,1,5,1,5,1,5,5,2
"570",4,4,2,2,4,4,4,4,4,2,3,2,4,4,4,2,4,2,4,4,4,2,2,4,2,5,2,4,4,2
"571",4,5,2,1,4,2,4,4,5,2,4,2,4,1,2,2,4,1,4,2,2,5,1,5,2,4,2,5,5,2
"572",5,4,2,1,2,5,5,4,5,4,2,2,1,2,1,2,5,1,3,5,4,5,1,4,2,4,3,5,1,5
"573",5,5,5,4,4,4,4,5,4,4,4,5,1,5,5,3,4,1,3,5,4,3,5,5,5,5,5,5,4,4
"574",5,5,5,5,4,5,4,5,2,2,2,5,1,5,5,4,2,1,1,4,5,1,5,4,5,2,5,2,1,5
"575",5,5,5,5,5,5,1,5,1,1,5,5,1,4,5,5,1,5,1,1,5,1,5,2,5,1,5,1,4,4
"576",5,4,5,5,5,2,2,5,4,2,2,5,1,4,5,4,2,2,2,4,5,2,5,2,5,2,5,1,3,4
"577",4,5,2,1,2,4,4,4,5,2,2,2,4,2,2,2,2,4,4,2,4,4,2,4,2,4,2,4,5,2
"578",5,5,4,1,2,5,4,5,5,2,4,1,2,1,5,1,5,5,2,4,5,2,2,2,5,4,4,2,4,4
"579",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"580",4,3,4,2,5,4,2,2,2,4,4,4,4,2,2,4,4,2,2,2,4,5,4,4,4,5,4,5,5,4
"581",5,5,5,1,2,2,5,4,5,5,4,2,5,2,2,1,5,2,4,5,2,5,3,5,2,5,2,5,5,4
"582",1,1,5,1,4,5,4,1,3,4,2,1,5,1,1,2,3,2,5,2,1,5,1,4,1,5,2,5,4,1
"583",4,3,4,1,4,2,4,1,4,4,4,1,5,1,2,2,4,2,4,4,1,4,1,5,2,5,1,4,4,1
"584",4,4,5,4,2,4,2,5,4,2,2,4,1,2,4,3,2,2,2,4,4,3,4,2,4,4,4,2,2,4
"585",5,4,5,5,4,5,1,4,2,4,4,5,1,4,5,4,1,5,1,1,5,1,5,4,5,4,4,2,4,2
"586",1,1,2,1,1,5,1,1,5,5,1,4,5,1,5,1,2,2,1,2,1,5,1,2,2,5,4,4,5,1
"587",4,4,4,3,4,2,4,4,2,4,4,2,2,2,3,4,4,4,4,3,4,3,4,4,4,4,2,2,4,2
"588",1,1,4,1,5,1,1,1,5,5,5,1,5,1,1,5,5,1,5,1,1,5,1,5,1,5,1,5,5,3
"589",3,1,5,5,5,5,1,4,2,1,4,5,1,3,5,5,1,NA,1,1,5,1,5,1,5,1,5,4,4,3
"590",5,4,2,1,4,4,3,5,4,4,2,3,4,3,2,2,2,4,5,2,5,1,4,4,3,2,4,4,2,1
"591",4,5,1,5,4,5,5,5,5,4,1,5,1,2,5,1,4,2,1,5,4,2,4,2,5,2,5,2,2,4
"592",5,5,2,2,2,4,5,5,5,5,4,4,1,1,2,1,4,1,4,5,4,4,3,4,4,4,4,4,4,4
"593",5,5,5,4,5,5,1,5,2,2,5,5,1,3,5,5,2,4,1,1,4,2,4,4,5,2,4,1,4,4
"594",4,5,2,1,2,2,2,1,4,5,4,1,5,1,2,1,4,1,4,2,1,4,1,5,1,5,1,2,4,2
"595",2,4,2,1,4,2,3,2,4,4,3,2,5,2,2,2,4,2,4,2,2,3,2,4,1,5,3,4,4,2
"596",4,4,5,2,5,5,1,4,4,4,4,3,3,4,3,3,2,3,2,3,2,5,2,5,2,5,3,4,4,1
"597",5,4,5,4,5,4,1,5,1,1,5,3,2,5,5,5,1,4,1,1,5,1,4,2,5,1,3,1,5,2
"598",5,5,4,4,2,4,4,5,4,2,2,2,1,2,5,2,4,2,4,4,4,2,5,4,5,5,4,4,5,2
"599",2,4,5,1,5,2,2,4,4,4,1,2,5,1,NA,1,NA,NA,4,3,1,4,1,4,1,5,1,5,5,2
"600",4,5,4,4,4,2,4,5,5,5,4,4,1,3,4,2,4,2,4,4,5,4,4,2,5,2,4,4,3,4
"601",5,3,3,1,1,3,3,3,5,5,3,1,5,1,1,3,5,3,5,NA,2,5,1,5,1,5,1,5,3,3
"602",2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,4,4,2,4,4,4,5,1,5,2,5,1,5,4,2
"603",5,5,2,1,3,2,5,5,5,4,2,1,3,1,1,2,3,2,4,4,2,4,1,4,2,5,2,4,4,3
"604",1,2,5,4,2,2,2,1,5,3,2,1,5,1,5,4,4,1,2,1,1,4,3,4,1,5,2,5,3,2
"605",5,4,5,3,4,4,4,5,5,2,4,1,2,2,1,4,4,2,4,2,4,2,4,4,4,4,2,3,4,2
"606",4,2,4,4,4,4,2,4,4,2,2,5,1,4,5,4,2,4,2,3,4,2,4,2,5,4,4,2,4,4
"607",5,5,3,3,4,4,4,5,5,4,2,3,2,1,4,2,4,1,4,5,4,4,3,5,5,4,3,4,4,4
"608",5,5,4,2,4,4,2,4,5,4,4,2,2,2,2,2,4,1,2,5,2,4,2,4,4,4,2,4,4,4
"609",4,5,5,2,5,4,2,4,4,1,5,4,2,2,3,5,2,3,2,4,4,5,4,4,4,4,3,2,4,4
"610",2,5,5,1,4,2,3,4,5,3,5,1,5,1,5,1,4,3,3,2,1,5,1,3,1,5,1,4,5,2
"611",5,5,5,5,5,5,4,5,4,5,4,5,1,5,5,2,4,2,1,5,5,4,5,2,5,2,5,2,4,4
"612",4,5,4,1,4,3,3,2,4,4,4,2,5,5,2,3,4,3,4,2,2,4,2,3,2,5,4,2,4,2
"613",5,4,5,4,2,4,1,2,4,4,4,4,5,1,2,2,1,1,2,4,4,2,4,3,4,5,2,5,2,2
"614",5,4,5,5,4,4,1,5,2,2,4,4,1,4,5,4,2,4,1,2,4,5,5,5,5,2,4,4,4,2
"615",4,4,4,1,5,2,1,1,4,4,2,4,5,1,4,2,1,1,2,2,1,4,2,5,2,5,4,4,4,2
"616",5,5,5,5,5,4,1,5,1,2,5,2,1,4,5,5,1,4,1,1,5,2,5,3,5,2,4,1,4,4
"617",5,5,1,5,2,2,5,3,5,4,1,1,5,1,1,1,5,2,5,2,1,5,1,5,2,5,1,5,3,3
"618",5,4,4,4,4,5,2,5,2,2,2,5,1,5,5,4,2,3,2,3,4,1,5,3,5,1,5,2,2,4
"619",5,4,4,4,2,5,3,5,4,2,2,5,1,4,5,3,2,4,2,3,5,2,5,1,5,2,5,1,2,5
"620",4,3,3,NA,2,4,4,3,4,4,4,3,5,3,2,2,4,2,4,4,3,5,1,4,2,4,4,4,3,2
"621",4,4,4,1,4,1,2,4,2,1,5,2,5,5,2,3,4,4,4,2,2,4,2,4,1,5,4,5,5,2
"622",4,5,2,2,2,4,5,5,5,4,1,2,4,1,2,1,4,1,4,5,4,4,2,4,2,5,4,4,1,4
"623",5,5,4,5,4,5,2,5,4,2,2,5,1,4,5,4,2,4,1,4,5,2,5,1,5,4,5,1,2,4
"624",4,3,5,5,5,5,1,5,1,4,5,5,1,5,5,5,1,5,1,1,5,3,5,4,5,1,5,2,5,4
"625",4,5,5,1,1,5,1,1,1,1,5,1,5,4,2,1,2,5,1,1,1,1,2,5,1,5,1,4,5,1
"626",5,5,4,4,2,1,4,5,5,2,4,2,1,1,4,2,2,2,4,4,5,4,5,4,4,4,4,4,4,4
"627",5,5,5,2,4,5,2,1,5,4,2,1,5,1,1,3,5,4,4,5,1,4,1,5,1,5,4,5,1,4
"628",5,3,5,4,4,4,1,4,2,3,3,3,1,1,4,4,1,3,2,3,4,3,5,3,3,2,3,4,3,4
"629",5,4,4,4,4,4,1,4,2,2,4,5,1,4,5,5,2,4,1,2,4,3,5,2,5,4,5,2,4,3
"630",5,5,5,1,5,5,5,4,4,4,4,4,4,1,4,2,4,4,5,5,3,1,3,5,4,5,3,2,4,1
"631",4,4,4,2,2,4,4,4,5,4,2,2,5,1,4,2,4,1,5,2,2,4,2,4,1,5,2,5,5,1
"632",4,5,5,2,4,2,4,4,4,2,2,2,4,4,2,1,4,2,4,2,4,4,2,5,4,5,2,5,5,2
"633",5,5,5,4,4,2,4,5,4,4,4,5,1,1,5,2,4,2,4,4,4,2,4,4,4,2,4,4,2,4
"634",5,5,2,2,4,4,4,5,5,4,4,4,1,1,5,1,5,1,4,2,5,2,3,4,5,2,4,4,4,4
"635",4,5,4,3,4,4,4,4,4,4,2,2,2,4,2,2,4,2,4,2,4,5,2,4,4,4,4,4,5,2
"636",4,5,4,5,2,5,2,5,4,2,2,2,1,5,3,2,2,4,4,2,4,2,5,4,5,2,4,2,4,2
"637",4,4,4,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,2,4,2
"638",4,4,4,2,2,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,2,4,2,4,4,4,4,4,4,4
"639",5,5,2,4,2,4,4,5,4,4,2,2,2,3,4,2,4,2,2,4,4,4,4,2,4,3,4,2,4,4
"640",4,4,4,4,5,5,1,4,2,4,4,5,2,2,5,4,1,4,2,2,4,1,4,4,4,4,2,4,4,2
"641",5,4,5,5,5,5,1,5,1,1,5,5,1,5,5,5,1,4,1,1,5,1,5,1,5,1,5,1,4,4
"642",5,4,4,4,2,4,4,5,5,5,2,4,1,3,4,1,4,1,5,5,3,4,2,4,5,4,4,4,2,4
"643",1,1,4,5,4,1,1,1,1,1,1,1,3,1,3,1,4,3,2,3,1,1,1,5,1,5,1,5,5,1
"644",2,2,3,2,2,4,5,4,2,2,2,2,2,1,2,2,5,1,3,5,4,4,3,5,3,5,4,5,2,3
"645",5,5,4,2,5,2,3,4,4,4,3,1,5,1,1,1,4,1,5,2,1,4,3,5,2,5,1,4,4,2
"646",5,4,2,4,2,5,4,5,4,4,4,5,1,3,5,4,4,2,1,4,5,2,5,2,5,2,5,2,2,5
"647",5,4,4,4,4,4,2,5,4,4,3,4,1,4,4,4,1,4,2,3,5,2,4,2,5,3,4,2,4,4
"648",4,5,2,2,2,4,5,4,5,2,2,2,1,3,1,2,4,2,5,2,3,5,1,3,4,4,3,2,4,4
"649",3,4,3,2,4,4,2,4,4,2,2,1,4,2,2,4,3,4,4,2,4,4,2,4,3,5,3,4,4,2
"650",5,5,5,5,4,2,4,5,4,5,2,5,5,5,5,2,5,1,2,1,4,1,4,4,1,4,2,5,5,2
"651",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,3,1,5,5,5,5,5,5,1
"652",5,4,4,5,4,4,2,5,5,2,3,5,1,4,5,4,2,4,2,3,5,4,5,4,5,2,5,4,3,4
"653",4,4,4,2,4,2,4,5,4,4,3,2,4,2,5,2,5,4,5,3,4,3,3,4,4,4,2,4,4,2
"654",4,4,4,2,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,2,5,2,4,4,4,2,4,4,2
"655",4,4,5,2,5,2,4,5,5,5,5,2,5,1,2,1,5,1,4,5,3,2,1,5,1,5,2,5,5,2
"656",5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,1,5,1,5,5,4,1,5,5,5,4,2,5,4,4
"657",5,5,2,1,4,2,4,1,5,5,4,1,5,5,1,1,5,2,5,1,1,5,1,5,4,5,4,5,5,2
"658",1,1,4,2,3,1,1,2,5,4,4,1,5,1,5,1,2,1,4,4,1,5,1,5,1,5,1,1,5,2
"659",4,5,2,5,5,4,1,5,4,4,4,1,2,5,5,4,2,4,1,1,5,4,4,4,5,2,2,2,5,1
"660",2,4,5,3,5,4,2,1,5,4,4,2,5,1,5,2,4,4,2,2,1,1,3,5,3,5,2,4,3,2
"661",4,4,5,4,4,5,3,5,4,4,3,5,1,2,5,4,2,2,4,4,5,3,4,4,5,2,4,4,2,3
"662",4,5,5,1,4,1,1,2,2,2,4,1,5,2,1,1,5,2,2,1,1,5,1,4,2,5,2,5,5,2
"663",5,5,4,4,4,4,2,4,4,4,4,3,2,3,5,4,2,4,2,2,4,2,5,4,4,4,4,2,4,4
"664",4,3,3,2,2,4,4,4,4,2,3,3,3,2,3,2,4,3,4,4,4,5,3,4,4,3,3,3,4,3
"665",4,4,5,4,5,5,1,4,2,3,4,5,1,4,5,5,1,4,1,2,5,1,5,2,5,2,4,1,4,3
"666",4,4,5,1,2,4,4,4,5,1,2,2,5,2,2,2,4,2,4,3,4,5,3,4,2,4,2,4,5,3
"667",4,5,4,1,4,1,2,1,5,4,4,1,5,1,3,1,4,2,5,4,1,5,1,5,2,5,2,4,5,2
"668",3,4,4,1,5,5,3,4,5,5,4,1,5,3,4,1,4,4,4,4,1,3,2,4,1,5,1,5,5,1
"669",1,1,5,1,5,1,1,1,1,5,5,1,5,1,1,5,5,5,5,1,1,5,1,5,1,5,5,5,5,1
"670",4,4,5,3,4,4,4,5,5,4,2,3,2,2,2,2,4,2,4,4,5,4,4,4,4,4,2,4,4,3
"671",4,3,2,4,4,4,4,5,4,4,2,2,2,3,4,2,4,2,3,4,4,2,4,3,4,3,4,4,2,4
"672",5,5,5,5,5,5,1,5,2,2,4,4,1,4,5,4,1,4,1,1,4,1,5,2,5,2,4,2,5,3
"673",1,1,3,3,3,4,3,2,4,4,3,4,5,1,4,2,4,2,2,3,3,2,3,4,3,5,3,4,5,1
"674",3,1,5,5,5,5,1,3,1,3,5,5,1,3,5,3,1,5,1,1,5,1,5,1,5,1,5,1,4,2
"675",5,5,4,1,2,4,4,5,5,4,2,2,4,2,2,2,4,2,4,4,4,4,2,4,2,4,2,4,2,3
"676",5,5,2,2,3,4,4,5,5,4,3,2,2,2,3,2,4,1,3,4,4,4,3,4,4,4,2,4,4,4
"677",2,1,5,5,5,2,1,4,5,2,5,5,1,1,5,5,1,3,1,4,1,2,1,5,5,4,4,5,2,1
"678",4,4,4,1,5,2,2,4,4,4,4,4,4,1,4,2,4,2,4,4,3,5,1,5,2,5,4,3,3,2
"679",4,3,2,4,3,4,5,3,4,4,1,1,2,2,5,2,4,2,2,4,4,2,4,2,4,4,2,3,4,2
"680",4,3,5,5,5,5,1,5,1,1,4,5,1,4,5,5,1,5,1,1,5,1,5,3,5,2,5,2,4,3
"681",5,2,5,5,5,5,1,5,2,1,5,5,1,5,5,5,1,4,1,2,5,4,5,2,5,2,5,1,2,2
"682",2,3,3,1,5,2,2,1,1,1,5,1,3,1,1,5,3,5,1,1,1,5,1,5,1,5,1,5,5,1
"683",4,4,5,5,4,4,4,5,4,2,2,5,4,4,4,2,2,1,4,2,5,3,4,4,5,4,3,4,4,4
"684",4,4,3,3,2,5,3,4,4,3,3,4,2,4,3,3,4,1,4,4,5,3,NA,4,2,2,3,3,4,4
"685",5,5,4,5,1,2,5,4,5,5,4,1,5,1,1,1,5,1,5,5,1,5,1,5,1,5,1,5,5,1
"686",4,5,5,1,5,1,4,1,5,4,4,3,5,1,1,1,5,2,4,3,1,4,1,5,1,5,2,5,5,2
"687",5,5,2,1,3,2,4,2,5,4,4,1,5,1,3,2,4,3,5,2,1,4,1,4,2,5,3,4,4,3
"688",5,4,4,4,5,5,2,5,4,1,2,5,1,2,5,4,2,2,2,1,4,2,4,2,5,4,4,4,4,3
"689",5,5,1,1,1,5,5,1,5,5,1,1,5,1,1,1,5,1,5,5,1,5,1,5,5,5,1,5,2,4
"690",5,4,5,5,5,5,2,5,2,2,2,5,1,3,5,4,2,4,1,2,5,1,5,2,5,3,5,1,2,4
"691",4,4,4,1,2,4,5,5,5,4,2,3,3,2,1,2,4,1,5,4,5,4,3,4,3,5,4,5,5,4
"692",5,4,5,5,4,4,2,5,2,2,4,5,1,5,5,5,1,4,1,2,5,2,5,2,5,1,5,1,2,5
"693",4,4,5,5,4,5,2,5,4,2,2,5,1,4,5,4,2,2,2,4,5,2,5,3,5,4,5,1,4,4
"694",5,5,4,3,2,4,5,4,5,5,1,1,5,1,2,1,5,1,4,4,2,5,1,4,4,5,2,5,4,2
"695",5,5,2,4,4,4,4,5,5,4,2,4,1,1,5,2,4,2,4,4,4,3,4,5,4,4,3,3,4,5
"696",4,5,4,2,2,3,2,4,4,4,4,1,3,2,1,2,3,3,3,2,2,4,1,4,2,4,3,4,5,3
"697",4,2,4,1,5,5,4,1,4,1,5,2,5,5,3,4,3,5,5,2,1,1,1,5,1,5,1,5,5,2
"698",4,4,2,3,2,4,3,4,4,4,3,4,3,2,4,2,4,2,3,4,4,4,3,4,2,3,3,3,2,3
"699",1,5,4,1,4,4,1,1,5,4,2,2,5,1,4,2,5,1,2,4,1,4,1,5,1,5,1,4,4,2
"700",5,4,5,5,5,5,1,5,1,1,4,5,1,5,5,5,1,5,1,4,4,1,5,1,5,2,5,1,2,4
"701",5,5,5,1,5,2,1,1,5,5,5,1,5,1,5,1,5,2,4,2,1,4,1,5,1,5,1,4,4,2
"702",4,4,2,1,2,4,4,4,4,3,3,2,4,2,3,3,4,2,4,4,2,5,1,4,3,3,3,4,5,3
"703",5,4,4,4,4,4,4,5,4,4,4,4,1,3,5,2,4,2,4,4,4,3,5,4,4,3,3,2,4,3
"704",5,5,2,5,4,5,4,5,5,4,2,4,2,5,5,1,4,1,4,5,5,2,5,1,4,2,2,1,1,5
"705",5,5,2,2,4,4,4,4,5,4,2,2,3,2,3,2,4,2,4,4,4,5,1,4,4,4,4,2,4,2
"706",2,1,5,4,4,5,1,4,1,2,4,5,1,5,5,5,1,5,1,1,5,1,5,1,4,2,5,1,4,4
"707",4,5,4,1,5,4,4,1,2,4,5,1,5,1,2,4,4,2,4,2,1,5,1,5,2,5,4,5,4,2
"708",5,5,4,4,5,4,1,5,2,2,4,3,1,3,5,4,2,4,2,2,5,4,4,4,4,4,3,4,5,2
"709",5,4,3,2,4,3,4,4,4,3,5,2,3,3,3,3,3,4,4,2,3,5,1,4,2,3,3,4,5,3
"710",5,4,2,1,2,2,5,5,4,5,2,1,3,4,3,2,5,1,4,2,5,5,3,5,2,2,2,5,4,2
"711",5,5,4,1,2,2,4,4,5,5,2,1,4,1,2,1,4,1,5,5,2,4,2,5,2,5,2,4,2,4
"712",4,4,3,3,4,4,4,4,4,3,2,4,3,2,4,4,4,3,4,3,4,4,4,4,4,4,2,5,4,4
"713",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1
"714",4,5,4,2,4,2,4,2,4,5,4,2,4,3,3,2,3,2,5,3,2,5,3,3,2,5,3,4,5,3
"715",3,2,1,1,4,4,3,1,4,4,3,1,5,3,4,3,4,2,3,2,3,5,3,4,2,5,2,5,5,2
"716",4,4,4,4,4,4,1,4,2,2,4,5,1,4,5,4,2,3,2,2,4,3,5,2,5,3,4,3,2,4
"717",5,4,4,1,5,2,5,1,5,5,5,2,5,1,5,1,4,2,4,1,1,4,1,5,1,5,4,4,4,2
"718",4,5,1,4,1,2,5,5,5,5,2,5,2,2,5,1,3,1,2,5,5,1,3,4,4,2,4,4,1,5
"719",3,2,4,4,5,4,3,2,4,5,3,1,5,1,4,2,4,2,4,1,1,2,3,3,1,5,3,4,5,1
